postcode,state,latitude,longitude,name
5000,SA,-34.92577,138.599732,ADELAIDE
5000,SA,-34.922696,138.591391,CITY WEST CAMPUS
5000,SA,-34.932483,138.608586,HALIFAX STREET
5000,SA,-34.930234,138.612185,HUTT STREET
5000,SA,-34.921089,138.598763,PARLIAMENT HOUSE
5000,SA,-34.92285,138.60232,RUNDLE MALL
5000,SA,-34.920938,138.597922,STATION ARCADE
5000,SA,-34.933259,138.593516,STURT STREET
5001,SA,-35.120097,139.273782,ADELAIDE
5005,SA,-34.919398,138.60351,ADELAIDE UNIVERSITY
5005,SA,-34.919398,138.60351,THE UNIVERSITY OF ADELAIDE
5005,SA,-34.919398,138.60351,UNIVERSITY OF ADELAIDE
5006,SA,-34.921568,138.599136,NORTH ADELAIDE
5006,SA,-34.907829,138.60594,NORTH ADELAIDE MELBOURNE ST
5007,SA,-34.904277,138.578712,BOWDEN
5007,SA,-34.897215,138.576557,BROMPTON
5007,SA,-34.905867,138.570333,HINDMARSH
5007,SA,-34.89761,138.558786,WELLAND
5007,SA,-34.904235,138.563521,WEST HINDMARSH
5008,SA,-34.89845,138.56358,CROYDON
5008,SA,-34.880001,138.566603,CROYDON PARK
5008,SA,-34.886378,138.567056,CROYDON PARK SOUTH
5008,SA,-34.888296,138.580488,DEVON PARK
5008,SA,-34.882137,138.578354,DUDLEY PARK
5008,SA,-34.893418,138.578397,RENOWN PARK
5008,SA,-34.894182,138.57185,RIDLEYTON
5008,SA,-34.89042,138.557689,WEST CROYDON
5009,SA,-34.904334,138.555148,ALLENBY GARDENS
5009,SA,-34.892752,138.546936,BEVERLEY
5009,SA,-34.873953,138.548318,KILKENNY
5010,SA,-34.859133,138.560673,ANGLE PARK
5010,SA,-34.863833,138.55731,FERRYDEN PARK
5010,SA,-34.860167,138.570298,REGENCY PARK
5011,SA,-34.877605,138.538261,WOODVILLE
5011,SA,-34.883375,138.545754,WOODVILLE PARK
5011,SA,-34.880931,138.535018,WOODVILLE SOUTH
5011,SA,-34.882861,138.525852,WOODVILLE WEST
5012,SA,-34.857676,138.542627,ATHOL PARK
5012,SA,-34.851589,138.546785,MANSFIELD PARK
5012,SA,-34.864067,138.552157,WOODVILLE GARDENS
5012,SA,-34.862877,138.53809,WOODVILLE NORTH
5013,SA,-34.840426,138.52745,GILLMAN
5013,SA,-34.846263,138.533378,OTTOWAY
5013,SA,-34.856994,138.529153,PENNINGTON
5013,SA,-34.852879,138.519915,ROSEWATER
5013,SA,-34.851527,138.526594,ROSEWATER EAST
5013,SA,-34.842289,138.564122,WINGFIELD
5014,SA,-34.878311,138.521348,ALBERT PARK
5014,SA,-34.85922,138.51953,ALBERTON
5014,SA,-34.869409,138.526324,CHELTENHAM
5014,SA,-34.872364,138.514735,HENDON
5014,SA,-34.864156,138.512889,QUEENSTOWN
5014,SA,-34.87212,138.511405,ROYAL PARK
5015,SA,-34.840209,138.496803,BIRKENHEAD
5015,SA,-34.849107,138.494676,ETHELTON
5015,SA,-34.844509,138.492029,GLANVILLE
5015,SA,-34.847514,138.50741,PORT ADELAIDE
5016,SA,-34.821123,138.494309,LARGS BAY
5016,SA,-34.818215,138.493669,LARGS NORTH
5016,SA,-34.83159,138.496562,PETERHEAD
5017,SA,-34.798477,138.491768,OSBORNE
5017,SA,-34.804332,138.498901,TAPEROO
5018,SA,-34.792468,138.497748,NORTH HAVEN
5018,SA,-34.780872,138.50157,OUTER HARBOR
5019,SA,-34.842086,138.489704,EXETER
5019,SA,-34.838901,138.483997,SEMAPHORE
5019,SA,-34.852725,138.493052,SEMAPHORE PARK
5019,SA,-34.846167,138.477895,SEMAPHORE SOUTH
5020,SA,-34.871388,138.483659,WEST LAKES SHORE
5021,SA,-34.871659,138.48215,WEST LAKES
5022,SA,-34.899814,138.489405,GRANGE
5022,SA,-34.919644,138.494348,HENLEY BEACH
5022,SA,-34.926798,138.500742,HENLEY BEACH SOUTH
5022,SA,-34.906138,138.501235,KIRKCALDY
5022,SA,-34.885201,138.486429,TENNYSON
5023,SA,-34.90548,138.532561,FINDON
5023,SA,-34.898676,138.514174,SEATON
5023,SA,-34.883725,138.51311,SEATON NORTH
5024,SA,-34.926634,138.512231,FULHAM
5024,SA,-34.912715,138.513526,FULHAM GARDENS
5024,SA,-34.936503,138.505291,WEST BEACH
5025,SA,-34.907738,138.546435,FLINDERS PARK
5025,SA,-34.913823,138.527775,KIDMAN PARK
5031,SA,-34.925146,138.56092,MILE END
5031,SA,-34.937477,138.570982,MILE END SOUTH
5031,SA,-34.913508,138.572584,THEBARTON
5031,SA,-34.924412,138.555908,TORRENSVILLE
5031,SA,-34.923084,138.562952,TORRENSVILLE PLAZA
5032,SA,-34.928848,138.542773,BROOKLYN PARK
5032,SA,-34.926408,138.532,LOCKLEYS
5032,SA,-34.918782,138.548574,UNDERDALE
5033,SA,-34.932483,138.556885,COWANDILLA
5033,SA,-34.83397,138.499468,HILTON PLAZA
5033,SA,-34.948697,138.562743,MARLESTON
5033,SA,-34.940884,138.568242,RICHMOND
5033,SA,-34.939878,138.550776,WEST RICHMOND
5034,SA,-34.962993,138.586161,CLARENCE PARK
5034,SA,-34.950516,138.58958,GOODWOOD
5034,SA,-34.963391,138.592528,KINGS PARK
5034,SA,-34.955746,138.59,MILLSWOOD
5034,SA,-34.945528,138.589228,WAYVILLE
5035,SA,-34.948705,138.57395,ASHFORD
5035,SA,-34.963716,138.575989,BLACK FOREST
5035,SA,-34.953753,138.575323,EVERARD PARK
5035,SA,-34.950538,138.581157,FORESTVILLE
5035,SA,-34.945593,138.578404,KESWICK
5035,SA,-34.931507,138.576242,KESWICK TERMINAL
5037,SA,-34.960393,138.566426,GLANDORE
5037,SA,-34.949557,138.565811,KURRALTA PARK
5037,SA,-34.950051,138.551058,NETLEY
5037,SA,-34.956594,138.554263,NORTH PLYMPTON
5038,SA,-34.96838,138.543432,CAMDEN PARK
5038,SA,-34.964002,138.554812,PLYMPTON
5038,SA,-34.980751,138.548861,PLYMPTON PARK
5038,SA,-34.976345,138.555713,SOUTH PLYMPTON
5039,SA,-34.971683,138.577772,CLARENCE GARDENS
5039,SA,-34.979716,138.571672,EDWARDSTOWN
5039,SA,-34.989526,138.575963,MELROSE PARK
5040,SA,-34.961584,138.528204,NOVAR GARDENS
5041,SA,-34.983666,138.592125,COLONEL LIGHT GARDENS
5041,SA,-34.967821,138.590894,CUMBERLAND PARK
5041,SA,-34.980658,138.588621,DAW PARK
5041,SA,-34.996116,138.597514,PANORAMA
5041,SA,-34.97084,138.595784,WESTBOURNE PARK
5042,SA,-35.019843,138.568127,BEDFORD PARK
5042,SA,-34.999896,138.571839,CLOVELLY PARK
5042,SA,-35.029149,138.571849,FLINDERS UNIVERSITY
5042,SA,-35.002328,138.589989,PASADENA
5042,SA,-35.006031,138.577642,ST MARYS
5043,SA,-34.986929,138.564635,ASCOT PARK
5043,SA,-34.999705,138.552429,MARION
5043,SA,-35.011182,138.562462,MITCHELL PARK
5043,SA,-34.988499,138.538699,MORPHETTVILLE
5043,SA,-34.993658,138.557,PARK HOLME
5044,SA,-34.986272,138.530886,GLENGOWRIE
5044,SA,-34.997159,138.521474,SOMERTON PARK
5045,SA,-34.980154,138.517721,GLENELG
5045,SA,-34.986059,138.522921,GLENELG EAST
5045,SA,-34.980252,138.515622,GLENELG JETTY ROAD
5045,SA,-34.970755,138.517026,GLENELG NORTH
5045,SA,-34.990328,138.518497,GLENELG SOUTH
5046,SA,-35.014317,138.545262,OAKLANDS PARK
5046,SA,-35.007428,138.538125,WARRADALE
5046,SA,-34.997662,138.531136,WARRADALE NORTH
5047,SA,-35.029907,138.556645,DARLINGTON
5047,SA,-35.025981,138.545083,SEACOMBE GARDENS
5047,SA,-35.033745,138.548599,SEACOMBE HEIGHTS
5047,SA,-35.025422,138.553339,STURT
5048,SA,-35.020996,138.523266,BRIGHTON
5048,SA,-35.02537,138.53785,DOVER GARDENS
5048,SA,-35.008733,138.522344,HOVE
5048,SA,-35.006273,138.52215,NORTH BRIGHTON
5048,SA,-35.025226,138.523584,SOUTH BRIGHTON
5049,SA,-35.040043,138.519618,KINGSTON PARK
5049,SA,-35.045649,138.513757,MARINO
5049,SA,-35.034192,138.522443,SEACLIFF
5049,SA,-35.030885,138.531755,SEACLIFF PARK
5049,SA,-35.03442,138.536182,SEAVIEW DOWNS
5050,SA,-35.032941,138.586754,BELLEVUE HEIGHTS
5050,SA,-35.026969,138.601548,EDEN HILLS
5051,SA,-35.021155,138.616756,BLACKWOOD
5051,SA,-35.046052,138.621049,COROMANDEL VALLEY
5051,SA,-35.033947,138.606867,CRAIGBURN FARM
5051,SA,-35.020201,138.631287,HAWTHORNDENE
5052,SA,-34.997952,138.622116,BELAIR
5052,SA,-35.010165,138.623528,GLENALTA
5061,SA,-34.957389,138.614822,MALVERN
5061,SA,-34.950198,138.607451,UNLEY
5061,SA,-34.960535,138.600388,UNLEY PARK
5062,SA,-34.987009,138.653218,BROWN HILL CREEK
5062,SA,-34.990274,138.603788,CLAPHAM
5062,SA,-34.967724,138.599703,HAWTHORN
5062,SA,-34.971194,138.615854,KINGSWOOD
5062,SA,-34.97935,138.606372,LOWER MITCHAM
5062,SA,-34.997607,138.60862,LYNTON
5062,SA,-34.986905,138.624611,MITCHAM
5062,SA,-34.975288,138.609718,MITCHAM SHOPPING CENTRE
5062,SA,-34.97201,138.627025,NETHERBY
5062,SA,-34.977667,138.630647,SPRINGFIELD
5062,SA,-34.983776,138.61155,TORRENS PARK
5063,SA,-34.942432,138.620875,EASTWOOD
5063,SA,-34.947118,138.627357,FREWVILLE
5063,SA,-34.950708,138.628827,FULLARTON
5063,SA,-34.958957,138.626046,HIGHGATE
5063,SA,-34.944244,138.613016,PARKSIDE
5064,SA,-34.96026,138.64144,GLEN OSMOND
5064,SA,-34.951602,138.638052,GLENUNGA
5064,SA,-34.962947,138.657676,MOUNT OSMOND
5064,SA,-34.959348,138.636274,MYRTLE BANK
5064,SA,-34.953695,138.647541,ST GEORGES
5064,SA,-34.966733,138.635683,URRBRAE
5065,SA,-34.935144,138.629321,DULWICH
5065,SA,-34.941886,138.640817,GLENSIDE
5065,SA,-34.947009,138.650227,LINDEN PARK
5065,SA,-34.934657,138.638419,TOORAK GARDENS
5065,SA,-34.935626,138.651703,TUSMORE
5066,SA,-34.950576,138.661084,BEAUMONT
5066,SA,-34.936496,138.660032,BURNSIDE
5066,SA,-34.928349,138.662474,ERINDALE
5066,SA,-34.934616,138.658359,HAZELWOOD PARK
5066,SA,-34.934882,138.677631,STONYFELL
5066,SA,-34.957828,138.673823,WATERFALL GULLY
5066,SA,-34.927668,138.677122,WATTLE PARK
5067,SA,-34.91772,138.643572,BEULAH PARK
5067,SA,-34.921537,138.616366,KENT TOWN
5067,SA,-34.921129,138.63661,NORWOOD
5067,SA,-34.927723,138.627107,NORWOOD SOUTH
5067,SA,-34.930986,138.62831,ROSE PARK
5068,SA,-34.930524,138.648349,HEATHPOOL
5068,SA,-34.923986,138.645123,KENSINGTON
5068,SA,-34.925809,138.663349,KENSINGTON GARDENS
5068,SA,-34.926428,138.651068,KENSINGTON PARK
5068,SA,-34.929497,138.651299,LEABROOK
5068,SA,-34.927763,138.646998,MARRYATVILLE
5068,SA,-34.910863,138.653112,ST MORRIS
5068,SA,-34.911943,138.646108,TRINITY GARDENS
5069,SA,-34.912714,138.621705,COLLEGE PARK
5069,SA,-34.90529,138.635493,EVANDALE
5069,SA,-34.916953,138.61586,HACKNEY
5069,SA,-34.912463,138.635718,MAYLANDS
5069,SA,-34.903331,138.622003,ST PETERS
5069,SA,-34.909365,138.628039,STEPNEY
5070,SA,-34.890867,138.643967,FELIXSTOW
5070,SA,-34.905866,138.657721,FIRLE
5070,SA,-34.890359,138.654317,GLYNDE
5070,SA,-34.905054,138.656357,GLYNDE PLAZA
5070,SA,-34.899346,138.625375,JOSLIN
5070,SA,-34.896494,138.63911,MARDEN
5070,SA,-34.898772,138.639348,PAYNEHAM
5070,SA,-34.904667,138.645709,PAYNEHAM SOUTH
5070,SA,-34.898274,138.633913,ROYSTON PARK
5071,SA,-34.922911,138.623005,KENT TOWN
5072,SA,-34.919717,138.684397,AULDANA
5072,SA,-34.909296,138.675784,MAGILL
5072,SA,-34.902266,138.675265,MAGILL NORTH
5072,SA,-34.913108,138.674826,MAGILL SOUTH
5072,SA,-34.921802,138.676685,ROSSLYN PARK
5072,SA,-34.924734,138.694237,SKYE
5072,SA,-34.909463,138.698659,TERINGIE
5072,SA,-34.905315,138.689955,WOODFORDE
5073,SA,-34.890238,138.663636,HECTORVILLE
5073,SA,-34.894045,138.690678,ROSTREVOR
5073,SA,-34.903946,138.662166,TRANMERE
5073,SA,-34.898042,138.664551,TRANMERE NORTH
5074,SA,-34.878302,138.663553,CAMPBELLTOWN
5074,SA,-34.886544,138.69123,NEWTON
5075,SA,-34.861331,138.68319,DERNANCOURT
5075,SA,-34.873609,138.668901,PARADISE
5076,SA,-34.869798,138.702852,ATHELSTONE
5076,SA,-34.869357,138.752695,CASTAMBUL
5081,SA,-34.884166,138.620121,COLLINSWOOD
5081,SA,-34.899389,138.612095,GILBERTON
5081,SA,-34.89597,138.605242,MEDINDIE
5081,SA,-34.892382,138.606056,MEDINDIE GARDENS
5081,SA,-34.888151,138.628078,VALE PARK
5081,SA,-34.896242,138.61603,WALKERVILLE
5082,SA,-34.89673,138.590248,FITZROY
5082,SA,-34.89786,138.585722,OVINGHAM
5082,SA,-34.883857,138.59377,PROSPECT
5082,SA,-34.876966,138.60064,PROSPECT EAST
5082,SA,-34.881612,138.587497,PROSPECT WEST
5082,SA,-34.896343,138.597313,THORNGATE
5083,SA,-34.873062,138.613932,BROADVIEW
5083,SA,-34.885865,138.602849,NAILSWORTH
5083,SA,-34.877637,138.607394,SEFTON PARK
5084,SA,-34.858531,138.600915,BLAIR ATHOL
5084,SA,-34.86619,138.592615,BLAIR ATHOL WEST
5084,SA,-34.865144,138.592537,KILBURN
5084,SA,-34.858111,138.583,KILBURN NORTH
5085,SA,-34.858477,138.616912,CLEARVIEW
5085,SA,-34.852548,138.602479,ENFIELD
5085,SA,-34.8581,138.61194,ENFIELD PLAZA
5085,SA,-34.847356,138.622379,NORTHFIELD
5085,SA,-34.857828,138.636115,NORTHGATE
5086,SA,-34.855183,138.655892,GILLES PLAINS
5086,SA,-34.871162,138.637182,GREENACRES
5086,SA,-34.872709,138.630936,HAMPSTEAD GARDENS
5086,SA,-34.86184,138.647688,HILLCREST
5086,SA,-34.876788,138.620749,MANNINGHAM
5086,SA,-34.854786,138.645789,OAKDEN
5087,SA,-34.879636,138.635435,KLEMZIG
5087,SA,-34.861752,138.661614,WINDSOR GARDENS
5088,SA,-34.857212,138.655895,HOLDEN HILL
5089,SA,-34.854271,138.697275,HIGHBURY
5091,SA,-34.812061,138.724522,BANKSIA PARK
5091,SA,-34.81928,138.727382,TEA TREE GULLY
5091,SA,-34.835932,138.725332,VISTA
5092,SA,-34.832402,138.688,MODBURY
5092,SA,-34.8101,138.686197,MODBURY HEIGHTS
5092,SA,-34.829036,138.672307,MODBURY NORTH
5093,SA,-34.82944,138.665465,PARA VISTA
5093,SA,-34.840794,138.662699,VALLEY VIEW
5094,SA,-34.82798,138.59863,CAVAN
5094,SA,-34.83669,138.587968,DRY CREEK
5094,SA,-34.841726,138.59966,GEPPS CROSS
5095,SA,-34.817573,138.618743,MAWSON LAKES
5095,SA,-34.832153,138.611662,POORAKA
5095,SA,-34.805314,138.619537,THE LEVELS
5096,SA,-34.787609,138.674984,GULFVIEW HEIGHTS
5096,SA,-34.809224,138.653339,PARA HILLS
5096,SA,-34.804155,138.644993,PARA HILLS WEST
5097,SA,-34.815932,138.699993,REDWOOD PARK
5097,SA,-34.821971,138.703933,RIDGEHAVEN
5097,SA,-34.822735,138.715291,ST AGNES
5098,SA,-34.82741,138.646376,INGLE FARM
5098,SA,-34.838673,138.64155,WALKLEY HEIGHTS
5106,SA,-34.789775,138.635024,PARAFIELD
5106,SA,-34.78917,138.64014,PARAFIELD AIRPORT
5106,SA,-34.786592,138.644759,SALISBURY SOUTH
5107,SA,-34.790623,138.600399,GREEN FIELDS
5107,SA,-34.79016,138.616595,PARAFIELD GARDENS
5108,SA,-34.764291,138.607991,PARALOWIE
5108,SA,-34.762351,138.648419,SALISBURY
5108,SA,-34.766815,138.624798,SALISBURY DOWNS
5108,SA,-34.755235,138.63185,SALISBURY NORTH
5108,SA,-34.74485,138.625374,SALISBURY NORTH WHITES ROAD
5109,SA,-34.773664,138.65842,BRAHMA LODGE
5109,SA,-34.790797,138.654391,SALISBURY EAST
5109,SA,-34.789608,138.654688,SALISBURY EAST NORTHBRI AVE
5109,SA,-34.769862,138.678537,SALISBURY HEIGHTS
5109,SA,-34.759702,138.666673,SALISBURY PARK
5109,SA,-34.769989,138.66022,SALISBURY PLAIN
5110,SA,-34.774479,138.588502,BOLIVAR
5110,SA,-34.735556,138.597909,BURTON
5110,SA,-34.724973,138.609642,DIREK
5110,SA,-34.784039,138.590362,GLOBE DERBY PARK
5110,SA,-34.739101,138.536294,ST KILDA
5110,SA,-34.706678,138.578438,WATERLOO CORNER
5111,SA,-34.711305,138.626077,EDINBURGH
5112,SA,-34.714535,138.669699,ELIZABETH
5112,SA,-34.724829,138.68092,ELIZABETH EAST
5112,SA,-34.735336,138.670172,ELIZABETH GROVE
5112,SA,-34.733516,138.661797,ELIZABETH SOUTH
5112,SA,-34.748853,138.666783,ELIZABETH VALE
5112,SA,-34.748919,138.682297,HILLBANK
5113,SA,-34.696707,138.666379,DAVOREN PARK
5113,SA,-34.682983,138.671969,DAVOREN PARK NORTH
5113,SA,-34.698111,138.666032,DAVOREN PARK SOUTH
5113,SA,-34.70218,138.689344,ELIZABETH DOWNS
5113,SA,-34.702425,138.676009,ELIZABETH NORTH
5113,SA,-34.709644,138.684174,ELIZABETH PARK
5113,SA,-34.710394,138.66122,ELIZABETH WEST
5114,SA,-34.671461,138.666778,ANDREWS FARM
5114,SA,-34.681959,138.702505,BLAKEVIEW
5114,SA,-34.708006,138.704809,CRAIGMORE
5114,SA,-34.732901,138.717299,GOULD CREEK
5114,SA,-34.708983,138.790806,HUMBUG SCRUB
5114,SA,-34.718823,138.765284,ONE TREE HILL
5114,SA,-34.747324,138.788112,SAMPSON FLAT
5114,SA,-34.688814,138.690004,SMITHFIELD
5114,SA,-34.676276,138.676525,SMITHFIELD PLAINS
5114,SA,-34.680662,138.748798,ULEYBURY
5114,SA,-34.684239,138.790863,YATTALUNGA
5115,SA,-34.637249,138.701322,KUDLA
5115,SA,-34.667466,138.699384,MUNNO PARA
5115,SA,-34.644833,138.674146,MUNNO PARA DOWNS
5115,SA,-34.658834,138.665744,MUNNO PARA WEST
5116,SA,-34.615268,138.728513,EVANSTON
5116,SA,-34.623943,138.722194,EVANSTON GARDENS
5116,SA,-34.626464,138.746774,EVANSTON PARK
5116,SA,-34.651141,138.722472,EVANSTON SOUTH
5116,SA,-34.624717,138.696151,HILLIER
5117,SA,-34.641224,138.643948,ANGLE VALE
5118,SA,-34.641308,138.769002,BIBARINGA
5118,SA,-34.60875,138.704574,BUCHFELDE
5118,SA,-34.592086,138.784617,CONCORDIA
5118,SA,-34.599078,138.749183,GAWLER
5118,SA,-34.566608,138.747015,GAWLER BELT
5118,SA,-34.602844,138.763378,GAWLER EAST
5118,SA,-34.622257,138.650038,GAWLER RIVER
5118,SA,-34.610826,138.750704,GAWLER SOUTH
5118,SA,-34.606396,138.738586,GAWLER WEST
5118,SA,-34.575021,138.749561,HEWETT
5118,SA,-34.607531,138.78461,KALBEEBA
5118,SA,-34.54558,138.692315,KANGAROO FLAT
5118,SA,-34.540103,138.785723,KINGSFORD
5118,SA,-34.601811,138.730091,REID
5118,SA,-34.583765,138.663155,WARD BELT
5118,SA,-34.590917,138.744185,WILLASTON
5120,SA,-34.662559,138.508995,BUCKLAND PARK
5120,SA,-34.666544,138.560499,VIRGINIA
5121,SA,-34.663693,138.641206,MACDONALD PARK
5121,SA,-34.682744,138.62204,PENFIELD
5121,SA,-34.668598,138.616535,PENFIELD GARDENS
5125,SA,-34.788994,138.696935,GOLDEN GROVE
5125,SA,-34.793674,138.692006,GOLDEN GROVE VILLAGE
5125,SA,-34.771363,138.706967,GREENWITH
5126,SA,-34.802608,138.717348,FAIRVIEW PARK
5126,SA,-34.801929,138.710338,SURREY DOWNS
5126,SA,-34.793933,138.732801,YATALA VALE
5127,SA,-34.798817,138.685833,WYNN VALE
5131,SA,-34.825277,138.759507,HOUGHTON
5131,SA,-34.811481,138.764584,LOWER HERMITAGE
5131,SA,-34.785122,138.771667,UPPER HERMITAGE
5132,SA,-34.845602,138.768417,PARACOMBE
5133,SA,-34.824005,138.774666,INGLEWOOD
5134,SA,-34.912349,138.765697,CHERRYVILLE
5134,SA,-34.88801,138.748508,MONTACUTE
5136,SA,-34.918308,138.720195,NORTON SUMMIT
5137,SA,-34.939733,138.73739,ASHTON
5137,SA,-34.918023,138.756558,MARBLE HILL
5138,SA,-34.947265,138.764194,BASKET RANGE
5139,SA,-34.931847,138.799104,FOREST RANGE
5140,SA,-34.953617,138.696352,GREENHILL
5141,SA,-34.942572,138.70612,HORSNELL GULLY
5141,SA,-34.959645,138.730911,SUMMERTOWN
5142,SA,-34.955523,138.743429,URAIDLA
5144,SA,-34.973365,138.754892,CAREY GULLY
5150,SA,-34.978915,138.668177,EAGLE ON THE HILL
5152,SA,-34.967891,138.701301,CLELAND
5152,SA,-34.997303,138.703732,CRAFERS
5152,SA,-35.000574,138.684322,CRAFERS WEST
5152,SA,-34.984835,138.708455,MOUNT LOFTY
5152,SA,-35.006288,138.717855,STIRLING
5153,SA,-35.072031,138.782207,BIGGS FLAT
5153,SA,-35.06286,138.72485,BRADBURY
5153,SA,-35.084363,138.771276,CHAPEL HILL
5153,SA,-35.103691,138.796181,ECHUNGA
5153,SA,-35.137575,138.822642,FLAXLEY
5153,SA,-35.167994,138.800342,GREEN HILLS RANGE
5153,SA,-35.036158,138.729247,HEATHFIELD
5153,SA,-35.043443,138.687143,IRONBANK
5153,SA,-35.043245,138.72832,LONGWOOD
5153,SA,-35.171773,138.83596,MACCLESFIELD
5153,SA,-35.042586,138.760155,MYLOR
5153,SA,-35.056736,138.708238,SCOTT CREEK
5154,SA,-35.014141,138.733092,ALDGATE
5155,SA,-35.009789,138.760157,BRIDGEWATER
5155,SA,-34.99004,138.764246,MOUNT GEORGE
5156,SA,-35.021763,138.679608,UPPER STURT
5157,SA,-35.282825,138.770184,ASHBOURNE
5157,SA,-35.233987,138.768507,BULL CREEK
5157,SA,-35.064036,138.662319,CHERRY GARDENS
5157,SA,-35.109333,138.629343,CLARENDON
5157,SA,-35.045775,138.63986,COROMANDEL EAST
5157,SA,-35.101131,138.690615,DORSET VALE
5157,SA,-35.1479,138.640867,KANGARILLA
5157,SA,-35.272236,138.737301,MCHARG CREEK
5158,SA,-35.077039,138.518026,HALLETT COVE
5158,SA,-35.069707,138.554487,O'HALLORAN HILL
5158,SA,-35.076417,138.533391,SHEIDOW PARK
5158,SA,-35.076065,138.539854,TROTT PARK
5159,SA,-35.076282,138.593723,ABERFOYLE PARK
5159,SA,-35.072405,138.619173,CHANDLERS HILL
5159,SA,-35.0522,138.587723,FLAGSTAFF HILL
5159,SA,-35.082337,138.563207,HAPPY VALLEY
5160,SA,-35.098851,138.498008,LONSDALE
5160,SA,-35.110479,138.474426,PORT STANVAC
5161,SA,-35.093873,138.54149,OLD REYNELLA
5161,SA,-35.088625,138.541987,REYNELLA
5161,SA,-35.089592,138.549695,REYNELLA EAST
5162,SA,-35.121055,138.523205,MORPHETT VALE
5162,SA,-35.114281,138.55396,WOODCROFT
5163,SA,-35.138794,138.532959,HACKHAM
5163,SA,-35.143111,138.514257,HACKHAM WEST
5163,SA,-35.152198,138.51282,HUNTFIELD HEIGHTS
5163,SA,-35.147457,138.551225,ONKAPARINGA HILLS
5164,SA,-35.129316,138.496257,CHRISTIE DOWNS
5165,SA,-35.139309,138.474194,CHRISTIES BEACH
5165,SA,-35.13061,138.481868,CHRISTIES BEACH NORTH
5166,SA,-35.115305,138.478636,O'SULLIVAN BEACH
5167,SA,-35.148558,138.471519,PORT NOARLUNGA
5167,SA,-35.169769,138.466931,PORT NOARLUNGA SOUTH
5168,SA,-35.139646,138.493208,NOARLUNGA CENTRE
5168,SA,-35.147799,138.502344,NOARLUNGA DOWNS
5168,SA,-35.18198,138.501845,OLD NOARLUNGA
5169,SA,-35.197777,138.473122,MOANA
5169,SA,-35.191388,138.47754,SEAFORD
5169,SA,-35.201188,138.491088,SEAFORD HEIGHTS
5169,SA,-35.180479,138.486118,SEAFORD MEADOWS
5169,SA,-35.201368,138.487584,SEAFORD RISE
5170,SA,-35.222707,138.479904,MASLIN BEACH
5171,SA,-35.163536,138.592337,BLEWITT SPRINGS
5171,SA,-35.206599,138.589156,MCLAREN FLAT
5171,SA,-35.21782,138.541823,MCLAREN VALE
5171,SA,-35.213983,138.498103,PEDLER CREEK
5171,SA,-35.231879,138.506239,TATACHILLA
5172,SA,-35.268849,138.630067,DINGABLEDINGA
5172,SA,-35.278562,138.620099,HOPE FOREST
5172,SA,-35.229636,138.684666,KUITPO
5172,SA,-35.285428,138.694749,KUITPO COLONY
5172,SA,-35.269828,138.701914,KYEEMA
5172,SA,-35.264102,138.618518,MONTARRA
5172,SA,-35.346617,138.539961,PAGES FLAT
5172,SA,-35.246367,138.622423,THE RANGE
5172,SA,-35.273378,138.522137,WHITES VALLEY
5172,SA,-35.271842,138.554265,WILLUNGA
5172,SA,-35.290492,138.584712,WILLUNGA HILL
5172,SA,-35.282579,138.555078,WILLUNGA SOUTH
5172,SA,-35.31728,138.634077,YUNDI
5173,SA,-35.267326,138.483136,ALDINGA
5173,SA,-35.278875,138.461803,ALDINGA BEACH
5173,SA,-35.259436,138.462289,PORT WILLUNGA
5173,SA,-35.308628,138.449484,SILVER SANDS
5174,SA,-35.329671,138.448146,SELLICKS BEACH
5174,SA,-35.3471,138.483446,SELLICKS HILL
5201,SA,-35.248592,138.707721,BLACKFELLOWS CREEK
5201,SA,-35.180739,138.763345,MEADOWS
5201,SA,-35.217785,138.811874,PARIS CREEK
5201,SA,-35.21629,138.735291,PROSPECT HILL
5202,SA,-35.422515,138.570748,HINDMARSH TIERS
5202,SA,-35.392829,138.462357,MYPONGA
5202,SA,-35.382209,138.397227,MYPONGA BEACH
5203,SA,-35.495827,138.39325,BALD HILLS
5203,SA,-35.557843,138.333316,PARAWA
5203,SA,-35.52245,138.387561,TORRENS VALE
5203,SA,-35.635393,138.309474,TUNKALILLA
5203,SA,-35.431917,138.386582,WATTLE FLAT
5203,SA,-35.454907,138.335615,YANKALILLA
5204,SA,-35.603683,138.105284,CAPE JERVIS
5204,SA,-35.427193,138.327154,CARRICKALINGA
5204,SA,-35.619724,138.197365,DEEP CREEK
5204,SA,-35.568504,138.199487,DELAMERE
5204,SA,-35.493955,138.332845,HAY FLAT
5204,SA,-35.447743,138.3184,NORMANVILLE
5204,SA,-35.526665,138.189841,RAPID BAY
5204,SA,-35.515356,138.219165,SECOND VALLEY
5204,SA,-35.610767,138.173302,SILVERTON
5204,SA,-35.505248,138.255818,WIRRINA COVE
5210,SA,-35.351091,138.621715,MOUNT COMPASS
5210,SA,-35.300884,138.68057,MOUNT MAGNIFICENT
5210,SA,-35.345597,138.675965,NANGKITA
5211,SA,-35.534413,138.529512,BACK VALLEY
5211,SA,-35.573963,138.603333,ENCOUNTER BAY
5211,SA,-35.535542,138.645939,HAYBOROUGH
5211,SA,-35.504972,138.627963,HINDMARSH VALLEY
5211,SA,-35.498582,138.455977,INMAN VALLEY
